strongs	hebrew	translit	gloss
700	אֲרֻבּוֹת	a.rub.bot	Arubboth
702	אַרְבַּע	ar.ba	four
704	אַרְבַּע	ar.ba	Arba
705	אַרְבָּעִים	ar.ba.im	forty
707	אָרַג	a.rag	to weave
708	אֶ֫רֶג	e.reg	shuttle
709	אַרְגֹּב	ar.gov	Argob
710	אַרְגְּוָן	ar.ge.van	purple
712	אַרְגַּז	ar.gaz	box
713	אַרְגָּמָן	ar.ga.man	purple
714	אַרְדְּ	ard	Ard
715	אַרְדּוֹן	ar.don	Ardon
717	אָרָה	a.rah	to pluck
719	אַרְוַד	ar.vad	Arvad
720	אֲרוֹד	a.rod	Arod
721	אַרְוָדִי	ar.va.di	Arvadite
723	אֲוֵרָה	a.ve.rah	stall
724	אֲרוּכָה	a.ru.khah	health
725	אֲרוּמָה	a.ru.mah	Arumah
727	אֲרוֹן	a.ron	ark
729	אָרוּז	a.raz	reinforced
730	אֶ֫רֶז	e.rez	cedar
731	אַרְזָה	ar.zah	cedar
732	אָרַח	a.rach	to journey
733	אָרַח	a.rach	Arah
734	אֹ֫רַח	o.rach	way
736	אֹרְחָה	o.re.chah	caravan
737	אֲרֻחָה	a.ru.chah	ration
738	אֲרִי	a.ri	lion
739	אֲרִיאֵל	a.ri.el	Ariel
740	אֲרִיאֵל	a.ri.el	Ariel
741	אֲרִאֵיל	a.ri.el	altar
742	אֲרִידַי	a.ri.day	Aridai
743	אֲרִידָ֑תָא	a.ri.da.ta	Aridatha
745	אַרְיֵה	ar.yeh	Arieh
746	אַרְיוֹךְ	ar.yokh	Arioch
747	אֲרִיסַי	a.ri.say	Arisai
748	אָרַךְ	a.rakh	to prolong
750	אָרֵךְ	a.rekh	slow
751	אֶ֫רֶךְ	e.rekh	Erech
752	אָרֹךְ	a.rokh	long
753	אֹ֫רֶךְ	o.rekh	length
757	אַרְכִּי	ar.ki	Archite
758	אֲרָם	a.ram	Aram
759	אַרְמוֹן	ar.mon	citadel: palace
760	אֲרַם צוֹבָה	a.ram tso.vah	Aram-zobah
761	אֲרַמִּי	a.ram.mi	Aramean
762	אֲרָמִית	a.ra.mit	Aramaic
763	אֲרָם	a.ram	Mesopotamia
764	אַרְמֹנִי	ar.mo.ni	Armoni
765	אֲרָן	a.ran	Aran
766	אֹ֫רֶן	o.ren	fir
767	אֹ֫רֶן	o.ren	Oren
768	אַרְנֶבֶת	ar.ne.vet	hare
769	אַרְנוֹן	ar.non	Arnon
770	אַרְנָן	ar.nan	Arnan
771	אֲרַוְנָה	a.rav.nah	Araunah
774	אַרְפַּד	ar.pad	Arpad
775	אַרְפַּכְשַׁד	ar.pakh.shad	Arpachshad
776	אֲרַע	a.ra	earth: soil
777	אַרְצָא	ar.tsa	Arza
779	אָרַר	a.rar	to curse
780	אֲרָרַט	a.ra.rat	Ararat
781	אָרַשׂ	a.ra.s	to betroth
782	אֲרֶ֫שֶׁת	a.re.shet	request
783	אַרְתַּחְשַׁשְׂתָּא	ar.tach.shash.ta	Artaxerxes
784	אֵשׁ	esh	fire
786	אִשׁ	ish	there is
788	אַשְׁבֵּל	ash.bel	Ashbel
790	אֶשְׁבָּן	esh.ban	Eshban
793	אֶ֫שֶׁד	e.shed	slope
794	אֲשֵׁדָה	a.she.dah	slope
795	אַשְׁדּוֹד	ash.dod	Ashdod
799	אֶשְׁדָּת	esh.dat	fiery
800	אֶשָּׁה	esh.shah	fire
801	אִשֶּׁה	ish.shah	food offering
802	אִשָּׁה	ish.shah	woman
803	אֹשׁ	osh	foundation
804	אַשּׁוּר	ash.shur	Assyria
805	אֲשׁוּרִי	a.shu.ri	Asshurim
806	אַשְׁחוּר	ash.chur	Ashhur
807	אֲשִׁימָא	a.shi.ma	Ashima
808	אָשִׁישׁ	a.shish	foundation
809	אֲשִׁישָׁה	a.shi.shah	raisin bun
810	אֶ֫שֶׁךְ	e.shekh	testicle
811	אֶשְׁכּוֹל	esh.kol	cluster
812	אֶשְׁכֹּל	esh.kol	Eshcol
813	אַשְׁכְּנַז	ash.ke.naz	Ashkenaz
814	אֶשְׁכָּר	esh.kar	gift
815	אֵ֫שֶׁל	e.shel	tamarisk
816	אָשַׁם	a.sham	be guilty
817	אָשָׁם	a.sham	guilt (offering)
818	אָשֵׁם	a.shem	guilty
819	אַשְׁמָה	ash.mah	guiltiness
820	אַשְׁמַנִּים	ash.man	strong
821	אַשְׁמוּרָה	ash.mu.rah	watch
822	אֶשְׁנָב	esh.nav	lattice
823	אַשְׁנָה	ash.nah	Ashnah
824	אֶשְׁעָ֑ן	esh.an	Eshan
825	אַשָּׁף	ash.shaph	enchanter
827	אַשְׁפָּה	ash.pah	quiver
828	אַשְׁפְּנַז	ash.pe.naz	Ashpenaz
829	אֶשְׁפָּר	esh.par	raisin bun
830	אַשְׁפֹּת	ash.pot	Dung (Gate)
831	אַשְׁקְלוֹן	ash.qe.lon	Ashkelon
833	אָשַׁר	a.shar	to bless
834	אֲשֶׁר	a.sher	which
835	אֶ֫שֶׁר	e.sher	blessed
836	אֲשׁוּרִי	a.shu.ri	Ashurite
837	אֹ֫שֶׁר	o.sher	happy
838	אֲשׁוּר	a.shur	step
839	אֲשֻׁרִים	a.shur	pine
840	אֲשַׂרְאֵל	a.sar.el	Asarel
841	אֲשַׂרְאֵ֫לָה	a.sar.e.lah	Asharelah
842	אֲשֵׁרָה	a.she.rah	Asherah
844	אַשְׂרִיאֵל	as.ri.el	Asriel
847	אֶשְׁתָּאוֹל	esh.ta.ol	Eshtaol
849	אֶשְׁתַּדּוּר	esh.tad.dur	sedition
850	אֶשְׁתּוֹן	esh.ton	Eshton
851	אֶשְׁתְּמוֹעַ	esh.te.mo.a	Eshtemoa
853	אֵת	et	[Obj.]
854	אֵת	et	with
855	אֵת	et	plowshare
856	אֶתְבַּ֫עַל	et.ba.al	Ethbaal
857	אָתָה	a.tah	to come
859	אַנְתָּה	an.tah	you
860	אָתוֹן	a.ton	she-ass
861	אַתּוּן	at.tun	furnace
862	אַתּוּק	at.tuq	gallery
863	אִתַּי	it.tay	Ittai
864	אֵתָם	e.tam	Etham
865	אֶתְמוֹל	et.mol	previously
866	אֶתְנָה	et.nah	wages
868	אֶתְנַן	et.nan	wages
869	אֶתְנַן	et.nan	Ethnan
870	אֲתַר	a.tar	place
871	אֲתָרִים	a.ta.rim	Atharim
872	בִּאָה	be.ah	entrance
874	בָּאַר	ba.ar	to make plain
875	בְּאֵר	be.er	well
876	בְּאֵר	be.er	Beer
877	בֹּאר	bor	cistern
878	בְּאֵרָא	be.e.ra	Beera
879	בְּאֵר אֵילִים	be.er e.lim	Beer-elim
880	בְּאֵרָה	be.e.rah	Beerah
881	בְּאֵר	be.er	Beer
882	בְּאֵרִי	be.e.ri	Beeri
883	בְּאֵר לַחַי רֹאִי	be.er la.chay ro.i	Beer-lahai-roi
884	בְּאֵר שֶׁ֫בַע	be.er she.va	Beersheba
887	בִּאישׁ	bi.ush	bad
889	בְּאֹשׁ	be.osh	stench
890	בׇּאְשָׁה	bo.shah	foul weed
891	בְּאֻשִׁים	be.u.shim	sour grapes
892	בָּבָה	ba.vah	apple
893	בֵּבַי	be.vay	Bebai
894	בָּבֶ֫ל, בָּבֶל	ba.vel	Babylon
898	בָּגַד	ba.gad	to act treacherously
899	בֶּ֫גֶד	be.ged	treachery
900	בֹּגְדוֹת	bo.ge.dot	treachery
901	בָּגוֹד	ba.god	treacherous
902	בִּגְוַי	big.vay	Bigvai
903	בִּגְתָא	big.ta	Bigtha
904	בִּגְתָן	big.tan	Bigthan
905	בַּד	bad	alone: pole
906	בַּד	bad	linen
907	בַּד	bad	bluster
908	בָּדָא	ba.da	to devise
909	בָּדַד	ba.dad	be alone
910	בָּדָד	ba.dad	isolation
911	בְּדַד	be.dad	Bedad
912	בֵּֽדְיָה	be.de.yah	Bedeiah
913	בְּדִיל	be.dil	tin
914	בָּדַל	ba.dal	to separate
915	בָּדָל	ba.dal	piece
916	בְּדֹ֫לַח	be.do.lach	bdellium
917	בְּדָן	be.dan	Bedan
918	בָּדַק	ba.daq	to repair
919	בֶּ֫דֶק	be.deq	breach
920	בִּדְקַר	bid.qar	Bidkar
922	בֹּהוּ	bo.hu	void
923	בַּ֫הַט	ba.hat	porphyry
925	בָּהִיר	ba.hir	bright
926	בְּהִילוּ	be.hi.lu	hastely
928	בֶּֽהָלָה	be.ha.lah	dismay
929	בְּהֵמָה	be.he.mah	animal
930	בְּהֵמוֹת	be.he.mot	Behemoth
931	בֹּ֫הֶן	bo.hen	thumb/big toe
932	בֹּ֫הַן	bo.han	Bohan
933	בֹּ֫הַק	bo.haq	spot
934	בַּהֶ֫רֶת	bo.he.ret	bright spot
935	בּוֹא	bo	to come (in): come
936	בּוּז	buz	to despise
937	בּוּז	buz	contempt
938	בּוּז	buz	Buz
939	בּוּזָה	bu.zah	contempt
940	בּוּזִי	bu.zi	Buzite
941	בּוּזִי	bu.zi	Buzi
942	בַּוַּי	bav.vay	Bavvai
943	בּוּךְ	bukh	to perplex
944	בּוּל	bul	produce
945	בּוּל	bul	Bul
946	בּוּנָה	bu.nah	Bunah
947	בּוּס	bus	to trample
948	בּוּץ	buts	fine linen
949	בּוֹצֵץ	bo.tsets	Bozez
950	בּוּקָה	bu.qah	emptiness
951	בּוֹקֵר	bo.qer	herdsman
952	בּוּר	bur	to explain
953	בּוֹר	bor	pit
954	בּוֹשׁ	bush	be ashamed
955	בּוּשָׁה	bu.shah	shame
957	בַּג	bag	spoil
958	בָּזָא	ba.za	to divide
959	בָּזָה	ba.zah	to despise
961	בִּזָּה	biz.zah	plunder
962	בָּזַז	ba.zaz	to plunder
963	בִּזָּיוֹן	biz.za.von	contempt
964	בִּזְיוֹתְיָה	biz.yo.te.yah	Biziothiah
965	בָּזָק	ba.zaq	lightning
966	בֶּ֫זֶק	be.zeq	Bezek
967	בָּזַר	ba.zar	to scatter
968	בִּזְּתָא	biz.ta	Biztha
969	בָּחוֹן	ba.chon	assayer
970	בָּחוּר	ba.chur	youth
971	בַחוּן	ba.chin	tower
972	בָּחִיר	ba.chir	chosen
973	בָּחֵל	ba.chal	to loath
974	בָּחַן	ba.chan	to test
975	בַּ֫חַן	ba.chan	watchtower
976	בֹּ֫חַן	bo.chan	testing
977	בָּחַר	ba.char	to choose
979	בְּחוּרִים	be.chu.rot	youth
980	בַּחֲרוּמִי	ba.cha.ru.mi	Baharumite
981	בָּטָה	ba.tah	to speak rashly
982	בָּטַח	ba.tach	to trust
983	בֶּ֫טַח	be.tach	security
984	בֶּ֫טַח	be.tach	Betah
985	בִּטְחָה	bit.chah	trust
986	בִּטָּחוֹן	bit.ta.chon	trust
987	בַּטֻּחוֹת	bat.tu.chot	security
988	בָּטַל	ba.tel	to cease
990	בֶּ֫טֶן	be.ten	belly: abdomen
991	בֶּ֫טֶן	be.ten	Beten
992	בָּטְנִים	bo.ten	pistachio
993	בְּטֹנִים	be.to.nim	Betonim
994	בִּי	bi	please
995	בִּין	bin	to understand
996	בַּ֫יִן	ba.yin	between
998	בִּינָה	bi.nah	understanding
1000	בֵּיצָה	be.tsah	egg
1002	בִּירְתָא	bi.ra	citadel
1003	בִּירָנִית	bi.ra.nit	fortress
1004	אַשְׁבֵּעַ	ash.be.a	(Beth)-ashbea
1006	בַּ֫יִת	ba.yit	Bajith
1007	בֵּית אָ֫וֶן	bet a.ven	Beth-aven
1008	אָ֫וֶן	a.ven	Aven
1009	בֵּית אַֽרְבֵֿאל	bet ar.bel	Beth-arbel
1011	בֵּית בִּרְאִי	bet bir.i	Beth-biri
1012	בֵּית בָּרָה	bet ba.rah	Beth-barah
1013	בֵּית־גָּדֵר	bet-ga.der	Beth-gader
1014	בֵּית גָּמוּל	bet ga.mul	Beth-gamul
1016	בֵּית־דָּגוֹן	bet-da.gon	Beth-dagon
1018	בֵּית הָאֵצֶל	bet ha.e.tsel	Beth-ezel
1020	בֵּית הַיְשִׁימוֹת	bet hay.shi.mot	Beth-jeshimoth
1021	בֵּית הַכֶּ֫רֶם	bet hak.ke.rem	Beth-haccherem
1023	בֵּית הַמֶּרְחָק	bet ham.mer.chaq	Beth-merchak
1025	בֵּית הָעֵ֫מֶק	bet ha.e.meq	Beth-emek
1026	בֵּית הָֽעֲרָבָה	bet ha.a.ra.vah	Beth-arabah
1027	בֵּית הָרָם	bet ha.ram	Beth-haram
1029	בֵּית הַשִּׁטָּה	bet hash.shit.tah	Beth-shittah
1031	בֵּית חׇגְלָה	bet chog.lah	Beth-hoglah
1032	בֵּית חוֹרֹן	bet cho.ron	Beth-horon
1033	בֵּית כָּ֑ר	bet kar	Beth-car
1034	בֵּית לְבָאוֹת	bet le.va.ot	Beth-lebaoth
1035	אֶפְרָ֫תָה	eph.ra.tah	Ephrath
1037	בֵּית מִלּוֹא	bet mil.lo	Beth-millo
1039	בֵּית נִמְרָה	bet nim.rah	Beth-nimrah
1040	בֵּית עֶ֑דֶן	bet e.den	Beth-eden
1041	בֵּית־עַזְמָ֫וֶת	bet az.ma.vet	Beth-azmaveth
1042	בֵּית־עֲנוֹת	bet a.not	Beth-anoth
1043	בֵּית־עֲנָת	bet a.nat	Beth-anath
1044	בֵּית־עֵ֫קֶד	bet e.qed	Beth-eked
1046	בֵּית פָּ֑לֶט	bet pe.let	Beth-pelet
1047	בֵּית פְּעוֹר	bet pe.or	Beth-peor
1048	בֵּית פַּצֵּץ	bet pats.tsets	Beth-pazzez
1049	בֵּית־צוּר	bet tsur	Beth-zur
1050	בֵּית־רְחוֹב	bet re.chov	Beth-rehob
1051	בֵּית רָפָא	bet ra.pah	Beth-rapha
1052	בֵּית שְׁאָן	bet she.an	Beth-shean
1053	בֵּית־הַשִּׁמְשִׁי	bet hash.shim.shi	Bethshemite
1054	בֵּית־תַּפּוּחַ	bet tap.pu.ach	Beth-tappuah
1055	בִּיתָן	bi.tan	palace
1057	בָּכָא	ba.kah	balsam
1058	בָּכָה	ba.khah	to weep
1059	בֶּ֫כֶה	be.kheh	bitterly
1060	בְּכוֹר	be.khor	firstborn
1061	בִּכּוּרִים	bik.kur	firstfruit
1062	בְּכֹרָה	be.kho.rah	birthright
1063	בַּכֻּרוֹת	bik.ku.rah	early fig
1064	בְּכוֹרַת	be.kho.rat	Becorath
1065	בְּכִי	be.khi	weeping
1067	בְּכִירָה	be.khi.rah	firstborn
1068	בְּכִית	be.khit	weeping
1069	בָּכַר	ba.khar	to be/bear firstborn
1070	בֶּכֶר	be.kher	young camel
1071	בֶּ֫כֶר	be.kher	Becher
1072	בִּכְרָה	bikh.rah	young camel
1074	בֹּֽכְרוּ	bo.khe.ru	Bocheru
1075	בִּכְרִי	bikh.ri	Bichri
1077	בַּל	bal	not
1078	בֵּל	bel	Bel
1081	בַּלְאֲדָן	bal.a.dan	Baladan
1082	בָּלַג	ba.lag	be cheerful
1083	בִּלְגָּה	bil.gah	Bilgah
1085	בִּלְדַּד	bil.dad	Bildad
1086	בְּלָא	be.la	to wear out
1087	בָּלֶה	ba.leh	old
1088	בָּלָה	ba.lah	Balah
1089	בָּלַהּ	ba.lah	to trouble
1090	בִּלְהָה	bil.hah	Bilhah
1091	בַּלָּהָה	bal.la.hah	terror
1092	בִּלְהָן	bil.han	Bilhan
1093	בְּלוֹ	be.lo	tribute
1094	בְּלוֹא	be.lo	old
1097	בְּלִי	be.li	without
1098	בְּלִיל	be.lil	fodder
1100	בְּלִיַּ֫עַל	be.liy.ya.al	Belial: destruction
1101	בָּלַל	ba.lal	to mix
1102	בָּלַם	ba.lam	to hold in
1103	בָּלַס	ba.las	to gather/tend figs
1104	בָּלַע	ba.la	to swallow up
1105	בֶ֫לַע	be.la	swallowing
1106	בֶּ֫לַע	be.la	Bela
1107	בִּלְעֲדֵי	bil.a.de	beside
1109	בִּלְעָם	bil.am	Balaam
1110	בָּלַק	ba.laq	to waste
1111	בָּלָק	ba.laq	Balak
1112	בֵּֽלְאשַׁצַּר, בֵּלְשַׁאצַּר	be.le.shats.tsar	Belshazzar
1114	בִּלְשָׁן	bil.shan	Bilshan
1115	בִּלְתִּי	bil.ti	lest
1116	בָּמָה	ba.mah	high place
1118	בִּמְהָל	bim.hal	Bimhal
1119	בְּמוֹ	be.mo	in/at/by
1120	בָּמוֹת	ba.mot	Bamoth
1121	בֵּן	ben	son: child
1122	בֵּן	ben	Ben
1125	בֶּן־אֲבִינָדָב	ben-a.vi.na.dav	Ben-Abinadab
1127	בֶּן־גֶּ֫בֶר	ben-ge.ver	Ben-Geber
1128	בֶּן־דֶּ֫קֶר	ben-de.qer	Ben-deker
1129	בְּנָה	be.nah	to build
1130	בֶּן־הֲדַד	ben-ha.dad	Ben-hadad
1131	בִּנּוּי	bin.nuy	Binnui
1132	בֶּן־זוֹחֵת	ben-zo.chet	Ben-zoheth
1133	בֶּן־חוּר	ben-chur	Ben-hur
1134	בֶּן־חַ֫יִל	ben-cha.yil	Ben-hail
1135	בֶּן־חָנָן	ben-cha.nan	Ben-hanan
1136	בֶּן־חֶ֫סֶד	ben-che.sed	Ben-hesed
1137	בִּנּוּי	bin.nuy	Binnui
1138	בֻּנִּי	bun.ni	Bunni
1139	בְּנֵי־בְרַק	be.ne-b.raq	Bene-berak
1140	בִּנְיָה	bin.yah	building
1141	בְּנָיָ֫הוּ	be.na.yah	Benaiah
1142	בְּאֵרוֹת	be.e.rot	Beeroth-(bene-jaakan)
1143	בֵּנַיִם	be.na.yim	champion
1144	בֶּן־אוֹנִ֑י	ben-o.ni	Ben-oni
1146	בִּנְיָן	bin.yan	building
1148	בְּנִ֑ינוּ	be.ni.nu	Beninu
1149	בְּנַס	be.nas	be angry
1150	בִּנְעָא	bin.a	Binea
1151	בֶּן־עַמִּי	ben-am.mi	Ben-ammi
1152	בְּסוֹדְיָ֑ה	be.so.de.yah	Besodeiah
1153	בֵּסַי	be.say	Besai
1155	בֶּסֶר	be.ser	unripe grape
1157	בַּ֫עַד	be.ad	about/through/for
1158	בְּעָא	be.a	to ask
1160	בְּעוֹר	be.or	Beor
1161	בִּעוּתִים	bi.u.tim	terror
1162	בֹּ֫עַז	bo.az	Boaz
1163	בָּעַט	ba.at	to kick
1165	בְּעִיר	be.ir	cattle
1166	בָּעַל	ba.al	rule: to rule
1167	בַּעַל	ba.al	master
1168	בַּעַל	ba.al	Baal
1170	בַּעַל בְּרִית	ba.al be.rit	Baal-berith
1172	בַּעֲלָה	ba.a.lah	mistress
1173	בַּעֲלָה	ba.a.lah	(Mount) Baalah
1176	בַּעַל זְבוּב	ba.al ze.vuv	Baal-zebub
1177	בַּ֫עַל חָנָן	ba.al cha.nan	Baal-hanan
1178	בַּ֫עַל חָצוֹר	ba.al cha.tsor	Baal-hazor
1183	בַּעַלְיָה	be.al.yah	Bealiah
1185	בַּעֲלִיס	ba.a.lis	Baalis
1186	בַּ֫יִת	ba.yit	Beth-(baal-meon)
1188	בַּ֫עַל פְּרָצִים	ba.al pe.ra.tsim	Baal-perazim
1189	בַּ֫עַל צְפוֹן	ba.al tse.phon	Baal-zephon
1190	בַּ֫עַל שָׁלִשָׁה	ba.al sha.li.shah	Baal-shalishah
1191	בַּעֲלָת	ba.a.lat	Baalath
1192	בַּ֫עַל	ba.al	Baal
1193	בַּ֫עַל תָּמָר	ba.al ta.mar	Baal-tamar
1195	בַּעֲנָא	ba.a.na	Baana
1196	בַּעֲנָה	ba.a.nah	Baanah
1197	בָּעַר	ba.ar	to burn: burn
1198	בַּ֫עַר	ba.ar	stupid
1199	בַּעֲרָא	ba.a.ra	Baara
1200	בְּעֵרָה	be.e.rah	fire
1201	בַּעְשָׁא	ba.sah	Baasha
1202	בַּעֲשֵׂיָה	ba.a.se.yah	Baaseiah
1204	בָּעַת	ba.at	to terrify
1205	בְּעָתָה	be.a.tah	terror
1206	בֹּץ	bots	mire
1207	בִּצָּה	bits.tsah	swamp
1208	בָּצוֹר	ba.tsor	old-growth
1209	בֵּצָ֑י	be.tsay	Bezai
1210	בָּצִיר	ba.tsir	vintage
1211	בָּצָל	be.tsel	onion
1212	בְּצַלְאֵל	be.tsal.el	Bezalel
1213	בַּצְלוּת	bats.lut	Bazluth
1214	בָּצַע	ba.tsa	to cut off
1215	בֶּ֫צַע	be.tsa	unjust-gain
1216	בָּצֵק	ba.tseq	to swell
1217	בָּצֵק	ba.tseq	dough
1218	בׇּצְקַת	bots.qat	Bozkath
1219	בָּצַר	ba.tsar	to gather/restrain/fortify
1220	בֶּ֫צֶר	be.tser	gold
1221	בֶּ֫צֶר	be.tser	Bezer
1222	בְּצַר	be.tsar	gold
1223	בׇּצְרָה	bots.rah	enclosure
1224	בׇּצְרָה	bots.rah	Bozrah
1225	בִּצָּרוֹן	bits.tsa.ron	stronghold
1226	בַּצֹּרֶת	bats.tso.ret	drought
1227	בַּקְבּוּק	baq.buq	Bakbuk
1228	בַּקְבֻּק	baq.buq	flask
1229	בַּקְבֻּקְיָה	baq.buq.yah	Bakbukiah
1230	בַּקְבַּקַּר	baq.baq.qar	Bakbakkar
1231	בֻּקִּי	buq.qi	Bukki
1232	בֻּקִּיָּ֫הוּ	buq.qiy.yah	Bukkiah
1233	בְּקִיעַ	be.qi.a	breach
1234	בָּקַע	ba.qa	to break up/open
1235	בֶּ֫קַע	be.qa	bekah
1237	בִּקְעָא	biq.a	plain
1238	בָּקַק	ba.qaq	be luxuriant
1239	בָּקַר	ba.qar	to enquire
1241	בָּקָר	ba.qar	cattle
1242	בֹּ֫קֶר	bo.qer	morning
1243	בַּקָּרָה	baq.qa.rah	seeking
1244	בִּקֹּ֫רֶת	biq.qo.ret	scourging
1245	בָּקַשׁ	ba.qash	to seek
1246	בַּקָּשָׁה	baq.qa.shah	request
1249	בַּר	bar	pure
1250	בַּר	bar	grain
1252	בֹּר	bor	cleanness
1253	בֹּר	bor	lye
1254	בָּרָא	ba.ra	to create
1255	בְּרֹאדַךְ בַּלְאֲדָן	be.ro.dakh bal.a.dan	Merodach-baladan
1256	בְּרָאיָה	be.ra.yah	Beraiah
1257	בַּרְבֻּרִים	bar.bur	fowl
1258	בָּרַד	ba.rad	to hail
1259	בָּרָד	ba.rad	hail
1260	בֶּ֫רֶד	be.red	Bered
1261	בָּרֹד	ba.rod	spotted
1262	בָּרָה	ba.rah	to eat
1263	בָּרוּךְ	ba.rukh	Baruch
1264	בְּרֹמִים	be.rom	rich apparel
1265	בְּרוֹשׁ	be.rosh	cypress
1266	בְּרוֹת	be.rot	cypress
1267	בָּרוּת	ba.rut	food
1268	בֵּר֫וֹתָה	be.ro.tah	Berothah
1269	בִּרְזוֹת	bir.zot	Birzaith
1270	בַּרְזֶל	bar.zel	iron
1271	בַּרְזִלַּי	bar.zil.lay	Barzillai
1272	בָּרַח	ba.rach	to flee
1275	בֵּרִי	be.ri	Beri
1277	בִּרְיָה	ber.yah	fat
1278	בְּרִיאָה	be.ri.ah	creation
1279	בִּרְיָה	bir.yah	food
1280	בְּרִיחַ	be.ri.ach	bar
1281	בָּרִיחַ	ba.ri.ach	fleeing
1282	בָּרִיחַ	ba.ri.ach	Bariah
1283	בְּרִיעָה	be.ri.ah	Beriah
1285	בְּרִית	be.rit	covenant
1287	בֹּרִית	bo.rit	lye
1288	בָּרַךְ	ba.rakh	to bless
1290	בֶּ֫רֶךְ	be.rekh	knee
1292	בָּרַכְאֵל	ba.rakh.el	Barachel
1293	בְּרָכָה	be.ra.khah	blessing
1294	בְּרָכָה	be.ra.khah	Beracah
1295	בְּרֵכָה	be.re.khah	pool
1296	בֶּרֶכְיָה	be.rekh.yah	Berechiah
1297	בְּרַם	be.ram	nevertheless
1298	בֶּ֫רַע	be.ra	Bera
1299	בָּרַק	ba.raq	to flash
1300	בָּרַק	ba.raq	to use lightning
1301	בְּדָן	be.dan	Barak
1302	בַּרְקוֹס	bar.qos	Barkos
1303	בַּרְקָנִים	bar.qan	briar
1304	בָּרֶ֫קֶת	ba.re.qet	gem
1305	בָּרַר	ba.rar	to purify
1306	בִּרְשַׁע	bir.sah	Birsha
1308	בְּשׂוֹר	be.s.vor	Besor
1309	בְּשֹׂרָה	be.s.vo.rah	good news
1310	בָּשַׁל	ba.shal	to boil
1311	בָּשֵׁל	ba.shel	cooked
1312	בִּשְׁלָם	bish.lam	Bishlam
1313	בֹּ֫שֶׂם	ba.sam	spice
1314	בֶּ֫שֶׂם	be.sem	spice
1315	בָּֽשְׂמַת	bos.mat	Basemath
1316	בָּשָׁן	ba.shan	Bashan
1317	בׇּשְׁנָה	bosh.nah	shame
1318	בָּשַׁס	ba.shas	to trample
1319	בָּשַׂר	ba.sar	to bear tidings
1320	בָּשָׂר	ba.sar	flesh
1322	בֹּ֫שֶׁת	bo.shet	shame
1323	בַּת	bat	daughter
1324	בַּת	bat	bath
1326	בָּתָה	ba.tah	waste
1327	בַּתָּה	bat.tah	precipice
1328	בְּתוּאֵל	be.tu.el	Bethuel
1329	בְּתוּל	be.tul	Bethul
1330	בְּתוּלָה	be.tu.lah	virgin
1331	בְּתוּלִים	be.tu.lim	virginity
1332	בִּתְיָה	bit.yah	Bithiah
1333	בָּתַק	ba.taq	to cut up
1334	בָּתַר	ba.tar	to cut up
1335	בֶּ֫תֶר	be.ter	part
1336	בֶּ֫תֶר	be.ter	cleft
1337	בַּת־רַבִּים	bat rab.bim	Bath-rabbim
1338	בִּתְרוֹן	bit.ron	Bithron
1339	בַּת־שֶׁ֫בַע	bat-she.va	Bathsheba
1341	גֵּא	ge	proud
1342	גָּאָה	ga.ah	to rise up
1343	גֵּאֶה	ge.eh	proud
1344	גֵּאָה	ge.ah	pride
1345	גְּאוּאֵל	ge.u.el	Geuel
1346	גַּאֲוָה	ga.a.vah	pride
1347	גָּאוֹן	ga.on	pride
1348	גֵּאוּת	ge.ut	majesty
1349	גַּאֲיוֹן	ga.a.yon	proud
1350	גָּאַל	ga.al	to redeem: redeem
1351	גָּאַל	ga.al	to defile
1352	גֹּ֫אֶל	go.el	defilement
1353	גְּאֻלָּה	ge.ul.lah	redemption
1354	גַּב	gav	back/rim/brow
1356	גֵּב	gev	cistern
1357	גֵּב	gev	locust
1358	גֹּב	gov	den
1360	גֶּ֫בֶא	ge.ve	cistern
1361	גָּבַהּ	ga.vah	to exult
1363	גֹּ֫בַהּ	go.vah	height
1364	גָּבֹהַּ	ga.vah	high
1365	גַּבְהוּת	gav.hut	haughtiness
1366	גְּבוּל	ge.vul	border: boundary
1367	גְּבוּלָה	ge.vu.lah	border
1368	גִּבּוֹר	gib.bor	mighty man
1369	גְּבוּרָה	ge.vu.rah	might
1371	גִּבֵּחַ	gib.be.ach	bald
1372	גַּבַּ֫חַת	gab.ba.chat	baldness
1373	גַּבַּי	gab.bay	`men`
1374	גֵּבִים	ge.vim	Gebim
1375	גָּבִיעַ	ge.vi.a	cup
1376	גְּבִיר	ge.vir	lord
1377	גְּבִירָה	ge.vi.rah	queen
1378	גָּבִישׁ	ga.vish	crystal
1379	גָּבַל	ga.val	to border
1380	גְּבַל	ge.val	Gebal
1383	גַּבְלֻת	gav.lut	twists
1384	גִּבֵּן	gib.ben	humpbacked
1385	גְּבִינָה	ge.vi.nah	cheese
1386	גַּבְנֹן	gav.non	peak
1387	גֶּ֫בַע	ge.va	Geba
1388	גִּבְעָא	giv.a	Gibea
1389	אֱלֹהִים	e.lo.him	(Gibeath)-elohim
1390	גֶּ֫בַע	ge.va	Gibeah
1391	בָּמָה	ba.mah	Bamah
1392	גִּבְעֹל	giv.ol	bud
1396	גָּבַר	ga.var	to prevail
1397	גָּבֶר	ga.ver	great man
1398	גֶּ֫בֶר	ge.ver	Geber
1403	גַּבְרִיאֵל	gav.ri.el	Gabriel
1404	גְּבֶ֫רֶת	ge.ve.ret	lady
1405	גִּבְּתוֹן	gib.b.ton	Gibbethon
1406	גָּג	gag	roof
